area,item,total,exports,imports,prod_output,prod_input,demand,food_demand,start_stock,other_demand,prod_demand,non_prod_demand,additional_demand,additional_pos_demand,additional_neg_demand,export_frac,prod_frac,food_frac,other_frac
Cuba,Sugar beet,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cuba,Sugar cane,13895000.0,0.0,0.0,13895000.0,13064002.0,0,0,0.0,0,13064002.0,0,830998.0,830998.0,-0.0,0.0,0.9401944584382872,0.0,0.05980554156171285
Cuba,Sugar non-centrifugal,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cuba,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cuba,Sunflowerseed Cake,50.00000000000001,0.0,50.00000000000001,0.0,50.00000000000001,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cuba,Sunflowerseed Oil,2999.0,0.0,2999.0,0.0,0.0,2999,1999,0.0,1000,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.6665555185061687,0.33344448149383127
Cuba,Sweet potatoes,352001.0,0.0,0.0,303000.0,32001.0,320000,302000,112001.0,18000,32001.0,320000,-49001.0,0.0,49001.0,0.0,0.09091167354638197,0.857952108090602,0.05113621836301602
Cuba,"Sweeteners, Other",491991.0,0.0,10016.0,480000.0,0.0,491991,10995,1975.0,480996,0.0,481975,-1975.0,0.0,1975.0,0.0,0.0,0.022347969779934997,0.977652030220065
Cuba,Tea (including mate),0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cuba,Tobacco,26370.0,1634.0,590.0,25780.0,0.0,24625,0,0.0,24625,0.0,25669,111.0,111.0,-0.0,0.06196435343193022,0.0,0.0,0.9380356465680698
Cuba,Tomatoes and products,292753.0,0.0,2753.0,290000.0,0.0,268999,264998,0.0,4001,0.0,266246,23754.0,23754.0,-0.0,0.0,0.0,0.9051931150150468,0.09480688498495318
Cuba,"Vegetables, Other",1387566.0431965443,0.0,4566.043196544277,1383000.0,557001.0,714987,707991,0.0,6996,554995.9568034557,712426,115578.04319654428,115578.04319654428,-0.0,0.0,0.40142305494651154,0.5102394970469275,0.08833744800656099
Cuba,Wheat and products,707990.0,0.0,707990.0,0.0,73000.00000000001,634990,629994,0.0,4996,0.0,0,0.0,0.0,-0.0,0.0,0.10310880097176515,0.8898346021836466,0.007056596844588201
Cuba,Wine,15997.0,0.0,1977.0,14000.0,0.0,15997,15997,20.0,0,0.0,14020,-20.0,0.0,20.0,0.0,0.0,1.0,0.0
Cuba,Wool (Clean Eq.),0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cuba,Yams,26000.0,0.0,0.0,26000.0,4999.0,20000,19000,0.0,1000,4999.0,20000,1001.0,1001.0,-0.0,0.0,0.19226923076923078,0.7307692307692307,0.07696153846153846
Cyprus,Abaca,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Alcohol, Non-Food",5000.0,0.0,5000.0,0.0,0.0,5000,0,0.0,5000,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Apples and products,14780.0,697.8777523862249,12780.0,2000.0,0.0,13997,12998,0.0,999,64.8777523862248,1850,85.1222476137752,85.1222476137752,-0.0,0.047217709904345394,0.0,0.8794316644113667,0.07335062568428792
Cyprus,Asses,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Bananas,11394.0,0.0,5394.0,6000.0,0.0,10998,10000,0.0,998,0.0,5604,396.0,396.0,-0.0,0.0,0.0,0.877654906090925,0.12234509390907496
Cyprus,Barley and products,214998.99999999997,0.0,166450.8709677419,42000.0,204728.99999999997,10270,9999,12551.129032258046,271,46229.129032258046,2319,-6548.129032258046,0.0,6548.129032258046,0.0,0.9522323359643533,0.0465071930567119,0.001260470978934786
Cyprus,Beans,1075.0,0.0,994.0,81.0,0.0,1075,996,0.0,79,0.0,81,0.0,0.0,-0.0,0.0,0.0,0.9265116279069767,0.07348837209302325
Cyprus,Beer,44744.0,754.0,10293.0,31000.0,0.0,43990,41995,6449.0,1995,0.0,34451,-3451.0,0.0,3451.0,0.016851421419631682,0.0,0.9385615948507062,0.04458698372966208
Cyprus,"Beverages, Alcoholic",6549.0,552.0,3996.0,0.0,0.0,5997,5997,4557.0,0,0.0,2553,-2553.0,0.0,2553.0,0.0842876775080165,0.0,0.9157123224919835,0.0
Cyprus,"Beverages, Fermented",1997.0,0.0,1997.0,0.0,0.0,1997,1997,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Bovine Meat,7998.0,0.0,2998.0,5000.0,0.0,7998,6998,0.0,1000,0.0,5000,0.0,0.0,-0.0,0.0,0.0,0.8749687421855464,0.12503125781445362
Cyprus,Buffaloes,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Butter, Ghee",1998.0,0.0,1998.0,0.0,0.0,1998,1998,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,"Camelids, other",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Camels,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Cassava and products,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Cattle,15325.779325986528,5.779325986528866,571.7330534452889,14753.0,15320.0,0,0,1.0462725412380678,0,14754.046272541238,0,-1.0462725412380678,0.0,1.0462725412380678,0.00037709834283789986,0.9996229016571622,0.0,0.0
Cyprus,"Cereals, Other",4001.999999999999,0.0,1883.48608209855,2000.0,2999.999999999999,1002,1002,118.5139179014493,0,1588.5139179014493,530,-118.5139179014493,0.0,118.5139179014493,0.0,0.7496251874062968,0.2503748125937032,0.0
Cyprus,"Citrus, Other",1000.0,0.0,0.0,1000.0,0.0,1000,1000,0.0,0,0.0,1000,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Cloves,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Cocoa Beans and products,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Coconut Oil,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Coconuts - Incl Copra,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Coffee and products,3998.0,0.0,3998.0,0.0,0.0,3998,3998,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Copra Cake,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Cotton lint,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Cottonseed,2001.0,0.0,2001.0,0.0,2001.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Cottonseed Cake,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Cottonseed Oil,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Dates,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Eggs,9896.0,0.0,896.0,9000.0,999.9999999999998,7996,7996,0.0,0,899.9999999999998,7200,900.0000000000002,900.0000000000002,-0.0,0.0,0.10105092966855293,0.8080032336297494,0.09094583670169766
Cyprus,"Fats, Animals, Raw",2000.0,0.0,0.0,2000.0,0.0,2000,0,0.0,2000,0.0,2000,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,"Fish, Seafood",41692.7451685914,1463.7451685913977,30928.80264793852,9580.0,8969.999999999998,31259,30752,1183.9425206528786,507,2424.9425206528786,8339,-1183.9425206528786,0.0,1183.9425206528786,0.03510791056507567,0.21514534396160157,0.7375863564667974,0.012160389006525309
Cyprus,Fodder crops,177156.0,0.0,6711.154137298008,169806.0,177156.0,0,0,638.8458627019718,0,170444.84586270197,0,-638.8458627019718,0.0,638.8458627019718,0.0,1.0,0.0,0.0
Cyprus,"Fruits, Other",24777.0,1218.6463494021298,14777.0,10000.0,0.0,22991,20998,0.0,1993,24.646349402129854,9408,567.3536505978701,567.3536505978701,-0.0,0.04918458043355248,0.0,0.8474795172942649,0.10333590227218267
Cyprus,Goats,106880.0,0.0,0.0,106880.0,106880.0,0,0,0.0,0,106880.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Grapefruit and products,16000.0,8955.0,0.0,16000.0,0.0,5000,3000,0.0,2000,0.0,13955,2045.0,2045.0,-0.0,0.5596875,0.0,0.1875,0.2528125
Cyprus,Grapes and products (excl wine),27615.65621376802,4423.217321198163,3615.65621376802,24000.0,14000.000000000002,6996,5997,0.0,999,12818.561107430145,8985,2196.438892569855,2196.438892569855,-0.0,0.1601706396892691,0.506958802341267,0.2171594241171841,0.11571113385227991
Cyprus,Grazing,866930.0,0.0,0.0,866930.0,866930.0,0,0,0.0,0,866930.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Groundnut Cake,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Groundnut Oil,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Groundnuts,2345.0,0.0,1995.0,350.0,0.0,2345,1996,0.0,349,0.0,350,0.0,0.0,-0.0,0.0,0.0,0.8511727078891258,0.1488272921108742
Cyprus,"Hard Fibres, Other",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Hides and skins,1889.0,579.0,0.0,1888.0,0.0,1310,0,1.0,1310,0.0,1889,-1.0,0.0,1.0,0.3065113816834304,0.0,0.0,0.6934886183165696
Cyprus,Honey,2002.0,0.0,984.0,1000.0,0.0,2002,1001,18.0,1001,0.0,1018,-18.0,0.0,18.0,0.0,0.0,0.5,0.5
Cyprus,Hops,9.000000000000002,0.0,9.000000000000002,0.0,9.000000000000002,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Horses,42.99999999999999,0.0,42.99999999999999,0.0,42.99999999999999,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Jute,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Jute-Like Fibres,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Lemons, Limes and products",6427.0,531.0,1427.0,5000.0,0.0,4998,4998,0.0,0,0.0,4102,898.0,898.0,-0.0,0.08262019604792283,0.0,0.7776567605414657,0.13972304341061148
Cyprus,Maize Germ Oil,1002.0,0.0,1002.0,0.0,0.0,1002,0,0.0,1002,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Maize and products,291994.99999999994,0.0,291994.99999999994,0.0,278000.99999999994,13994,12997,0.0,997,0.0,0,0.0,0.0,-0.0,0.0,0.9520745218240039,0.044511036147879254,0.0034144420281169204
Cyprus,"Meat, Other",1000.0,0.0,0.0,1000.0,0.0,1000,1000,0.0,0,0.0,1000,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Milk - Excluding Butter,409626.8837784711,64408.98992133727,62626.883778471114,347000.0,72001.0,226992,193996,0.0,32996,58066.10614286618,242709,46224.89385713382,46224.89385713382,-0.0,0.15723819034341036,0.1757721547371354,0.47359196303364287,0.19339769188581135
Cyprus,Millet and products,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Mules,3.0,0.0,3.0,0.0,3.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Mutton & Goat Meat,5999.0,0.0,999.0,5000.0,0.0,5999,5001,0.0,998,0.0,5000,0.0,0.0,-0.0,0.0,0.0,0.8336389398233038,0.1663610601766961
Cyprus,Nuts and products,4193.0,143.0,3193.0,1000.0,0.0,3993,2999,0.0,994,0.0,943,57.0,57.0,-0.0,0.034104459813975675,0.0,0.7152396851896017,0.2506558549964226
Cyprus,Oats,220.0,0.0,0.0,220.0,0.0,220,0,0.0,220,0.0,220,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,"Offals, Edible",4442.188881712587,2442.1888817125873,344.0,3999.9999999999995,0.0,2000,2000,98.18888171258789,0,23.18888171258744,4075,-98.18888171258789,0.0,98.18888171258789,0.5497715083134996,0.0,0.45022849168650036,0.0
Cyprus,"Oil, palm fruit",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Oilcrops Oil, Other",993.0,0.0,993.0,0.0,0.0,993,0,0.0,993,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,"Oilcrops, Other",280.0,0.0,0.0,280.0,0.0,280,0,0.0,280,0.0,280,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,"Oilseed Cakes, Other",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Olive Oil,5997.0,0.0,985.0,5000.0,0.0,5997,4999,12.0,998,0.0,5012,-12.0,0.0,12.0,0.0,0.0,0.8335834583958646,0.1664165416041354
Cyprus,Olives (including preserved),22873.732046521436,0.0,873.732046521438,22000.0,19000.000000000004,1999,1999,0.0,0,18208.267953478568,1917,1874.7320465214325,1874.7320465214325,-0.0,0.0,0.8306471353846896,0.08739282229652601,0.08196004231878443
Cyprus,Onions,7994.0,0.0,2994.0,5000.0,0.0,7994,3998,0.0,3996,0.0,5000,0.0,0.0,-0.0,0.0,0.0,0.5001250938203653,0.4998749061796347
Cyprus,"Oranges, Mandarines",45035.0,17195.0,3035.0,42000.0,0.0,18996,15998,0.0,2998,0.0,33156,8844.0,8844.0,-0.0,0.38181414455423557,0.0,0.35523481736427226,0.26295103808149217
Cyprus,Palm Oil,1000.0,0.0,1000.0,0.0,0.0,1000,0,0.0,1000,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Palm kernels,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Palmkernel Cake,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Palmkernel Oil,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Peas,60.0,0.0,0.0,60.0,0.0,60,0,0.0,60,0.0,60,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Pepper,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Pigmeat,50840.0,1499.0,8840.0,42000.0,0.0,45998,44001,0.0,1997,0.0,38657,3343.0,3343.0,-0.0,0.029484657749803304,0.0,0.8654799370574351,0.10503540519276161
Cyprus,Pigs,567975.9950772665,4.735223317605453,463.9950772664626,567512.0,567970.0,0,0,0.0,0,567510.7401460512,0,1.2598539488390088,1.2598539488390088,-0.0,8.337013110846844e-06,0.9999894448404185,0.0,2.2181464705521937e-06
Cyprus,Pimento,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Pineapples and products,2999.0,0.0,2999.0,0.0,0.0,2999,2999,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Plantains,999.0,0.0,999.0,0.0,0.0,999,999,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Potatoes and products,83857.23228395155,54385.49905300455,3857.2322839515614,80000.0,7000.000000000001,17996,17996,996.0,0,16673.26676905299,58851,4475.733230947011,4475.733230947011,-0.0,0.6485487008305751,0.08347520910655727,0.21460283758308635,0.053373252479781225
Cyprus,Poultry Birds,13749513.568968283,454524.6855844138,403513.56896828016,13346000.0,13287000.0,0,0,0.0,0,13338011.116616132,0,7988.883383868262,7988.883383868262,-0.0,0.03305751023878002,0.9663614595055825,0.0,0.0005810302556375879
Cyprus,Poultry Meat,39017.0,606.0,12017.0,27000.0,0.0,36993,33997,0.0,2996,0.0,25582,1418.0,1418.0,-0.0,0.015531691314042596,0.0,0.8713381346592511,0.1131301740267063
Cyprus,"Pulses, Other and products",2912.0,0.0,1993.0,918.0,0.0,2912,1995,1.0,917,0.0,919,-1.0,0.0,1.0,0.0,0.0,0.6850961538461539,0.31490384615384615
Cyprus,Rabbits and hares,346000.0,0.0,0.0,346000.0,346000.0,0,0,0.0,0,346000.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Rape and Mustard Cake,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Rape and Mustard Oil,1998.0,0.0,1998.0,0.0,0.0,1998,999,0.0,999,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.5,0.5
Cyprus,Rape and Mustardseed,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Rice and products,8990.0,0.0,8990.0,0.0,0.0,8990,6998,0.0,1992,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.778420467185762,0.22157953281423803
Cyprus,Ricebran Oil,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Rodents, other",0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Roots, Other",1414.0,0.0,0.0,1414.0,0.0,1414,0,0.0,1414,0.0,1414,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Rubber,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Rye and products,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Seed cotton,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Sesame seed,1999.0,0.0,1998.0,1.0,0.0,1999,1998,0.0,1,0.0,1,0.0,0.0,-0.0,0.0,0.0,0.9994997498749375,0.0005002501250625312
Cyprus,Sesameseed Cake,7.0,0.0,0.0,7.0,5.0,0,0,0.0,0,5.0,0,2.0,2.0,-0.0,0.0,0.7142857142857143,0.0,0.2857142857142857
Cyprus,Sesameseed Oil,15.0,0.0,0.0,15.0,0.0,15,0,0.0,15,0.0,15,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Sheep,160193.16204819203,1123.1620481919554,7014.619762458957,152605.0,159070.00000000006,0,0,573.5422857330414,0,153178.54228573304,0,-573.5422857330414,0.0,573.5422857330414,0.007011298321547999,0.9929887016784519,0.0,0.0
Cyprus,Silk,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Sisal,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Soft-Fibres, Other",1.0,0.0,1.0,0.0,0.0,1,0,0.0,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Sorghum and products,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Soyabean Cake,127250.00000000006,0.0,127250.00000000006,0.0,127250.00000000006,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Soyabean Oil,4997.0,0.0,3979.0,0.0,0.0,4997,2998,2018.0,1999,0.0,1018,-1018.0,0.0,1018.0,0.0,0.0,0.5999599759855914,0.40004002401440864
Cyprus,Soyabeans,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Spices, Other",995.0,0.0,995.0,0.0,0.0,995,995,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Cyprus,Sugar (Raw Equivalent),22027.64690835862,35.6469083586187,21036.0,0.0,0.0,21992,20994,1989.6469083586187,998,1.6469083586186972,990,-991.6469083586187,0.0,991.6469083586187,0.0016182803595372736,0.0,0.9530750191947923,0.045306700445670325
Cyprus,Sugar beet,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Sugar cane,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Sugar non-centrifugal,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Sunflower seed,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Sunflowerseed Cake,26339.0,0.0,26339.0,0.0,26339.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
Cyprus,Sunflowerseed Oil,10000.0,0.0,6333.0,0.0,0.0,10000,9000,6666.0,1000,0.0,3667,-3667.0,0.0,3667.0,0.0,0.0,0.9,0.1
Cyprus,Sweet potatoes,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,"Sweeteners, Other",52988.0,0.0,52988.0,0.0,0.0,52988,46998,0.0,5990,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.8869555371027402,0.11304446289725975
Cyprus,Tea (including mate),0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Cyprus,Tobacco,2178.0,0.0,2178.0,0.0,0.0,2178,0,0.0,2178,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,1.0
Cyprus,Tomatoes and products,27996.0,1065.0199535472707,12996.0,15000.0,0.0,25996,23997,0.0,1999,0.019953547270615546,14065,934.9800464527294,934.9800464527294,-0.0,0.03804186146404025,0.0,0.8571581654522075,0.10479997308375229
Cyprus,"Vegetables, Other",77627.0,563.1722580367243,24627.0,53000.0,0.0,72991,66996,0.0,5995,39.17225803672431,48888,4072.827741963276,4072.827741963276,-0.0,0.0072548502201131605,0.0,0.8630502273693431,0.12969492241054376
Cyprus,Wheat and products,152426.3719873158,4433.371987315786,68805.21123346021,32000.0,5001.000000000001,142992,135995,103613.16075385557,6997,3451.160753855578,80170,-51621.160753855576,0.0,51621.160753855576,0.029085334312652342,0.03280928316273355,0.8922012524926911,0.04590413003192294
Cyprus,Wine,17996.0,0.0,4945.0,10000.0,0.0,17996,16999,6048.0,997,0.0,13051,-3051.0,0.0,3051.0,0.0,0.0,0.9445987997332741,0.05540120026672594
Cyprus,Wool (Clean Eq.),324.0,88.0,0.0,324.0,0.0,204,0,0.0,204,0.0,292,32.0,32.0,-0.0,0.2716049382716049,0.0,0.0,0.7283950617283951
Cyprus,Yams,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Czech Republic,Abaca,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Czech Republic,"Alcohol, Non-Food",144933.0,15568.0,60902.0,84031.0,0.0,127027,0,0.0,127027,0.0,81693,2338.0,2338.0,-0.0,0.10741515044882807,0.0,0.0,0.8925848495511719
Czech Republic,Apples and products,215016.16623967158,19238.67753451747,99016.16623967158,116000.0,1099.7036465202666,190893,148999,0.0,41894,3541.2149413661546,108674,3784.7850586338454,3784.7850586338454,-0.0,0.08947549326627252,0.005114516111753488,0.6929664992441341,0.21244349137783977
Czech Republic,Asses,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0
Czech Republic,Bananas,123000.0,0.0,123000.0,0.0,0.0,123000,123000,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.0,1.0,0.0
Czech Republic,Barley and products,1856264.163920888,479857.83189839835,40264.1639208881,1816000.0,954743.482721687,302254,5000,0.0,297254,1347734.1506991973,348857,119408.84930080269,119408.84930080269,-0.0,0.2585072971967633,0.5143359987648704,0.002693582140506751,0.22446312189785952
Czech Republic,Beans,2998.0000000000005,0.0,2998.0000000000005,0.0,999.0000000000006,1999,1999,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,0.33322214809873263,0.6667778519012674,0.0
Czech Republic,Beer,2049305.0,496313.0,33560.0,2012000.0,0.0,1552992,1459995,3745.0,92997,0.0,2015745,-3745.0,0.0,3745.0,0.2421860094031879,0.0,0.7124342155023289,0.04537977509448325
Czech Republic,"Beverages, Alcoholic",179937.0,13826.0,25937.0,154000.0,0.0,164000,164000,0.0,0,0.0,151889,2111.0,2111.0,-0.0,0.07683800441265554,0.0,0.9114301116501887,0.011731883937155782
Czech Republic,"Beverages, Fermented",33020.0,24.0,31906.0,1000.0,0.0,32996,20997,114.0,11999,0.0,1114,-114.0,0.0,114.0,0.000726832222895215,0.0,0.6358873410054512,0.36338582677165354
Czech Republic,Bovine Meat,131902.0,13249.306927336438,48902.0,83000.0,0.0,116993,108996,0.0,7997,0.3069273364371263,81340,1659.6930726635628,1659.6930726635628,-0.0,0.10044811244208911,0.0,0.8263407681460478,0.07321111941186306
Czech Republic,Buffaloes,1.0,0.0,1.0,0.0,1.0,0,0,0.0,0,0.0,0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0
